Row, Data
1874,0.723704
1875,0.722963
1876,0.722222
1877,0.721481
1878,0.720741
1879,0.720000
1880,0.719259
1881,0.718519
1882,0.717778
1883,0.717037
1884,0.716296
1885,0.715556
1886,0.714815
1887,0.714074
1888,0.713333
1889,0.712593
1890,0.711852
1891,0.711111
1892,0.710370
1893,0.709630
1894,0.708889
1895,0.708148
1896,0.707407
1897,0.706667
1898,0.705926
1899,0.705185
1900,0.704444
1901,0.703704
1902,0.702963
1903,0.702222
1904,0.701481
1905,0.700741
1906,0.700000
1907,0.699259
1908,0.698519
1909,0.697778
1910,0.697037
1911,0.696296
1912,0.695556
1913,0.694815
1914,0.694074
1915,0.693333
1916,0.692593
1917,0.691852
1918,0.691111
1919,0.690370
1920,0.689630
1921,0.688889
1922,0.688148
1923,0.687407
1924,0.686667
1925,0.685926
1926,0.685185
1927,0.684444
1928,0.683704
1929,0.682963
1930,0.682222
1931,0.681481
1932,0.680741
1933,0.680000
1934,0.679259
1935,0.678519
1936,0.677778
1937,0.677037
1938,0.676296
1939,0.675556
1940,0.674815
1941,0.674074
1942,0.673333
1943,0.672593
1944,0.671852
1945,0.671111
1946,0.670370
1947,0.669630
1948,0.668889
1949,0.668148
1950,0.667407
1951,0.666667
1952,0.665926
1953,0.665185
1954,0.664444
1955,0.663704
1956,0.662963
1957,0.662222
1958,0.661481
1959,0.660741
1960,0.660000
1961,0.659259
1962,0.658519
1963,0.657778
1964,0.657037
1965,0.656296
1966,0.655556
1967,0.654815
1968,0.654074
1969,0.653333
1970,0.652593
1971,0.651852
1972,0.651111
1973,0.650370
1974,0.649630
1975,0.648889
1976,0.648148
1977,0.647407
1978,0.646667
1979,0.645926
1980,0.645185
1981,0.644444
1982,0.643704
1983,0.642963
1984,0.642222
1985,0.641481
1986,0.640741
1987,0.640000
1988,0.639259
1989,0.638519
1990,0.637778
1991,0.637037
1992,0.636296
1993,0.635556
1994,0.634815
1995,0.634074
1996,0.633333
1997,0.632593
1998,0.631852
1999,0.631111
2000,0.630370
